City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Mitsamiouli,KM,-11.3847,43.2844,78.39,74,8,6.26,clear sky
346,San Policarpo,PH,12.1791,125.5072,80.62,83,100,15.68,overcast clouds
347,Constantine,DZ,36.365,6.6147,45.81,81,0,3.44,clear sky
348,Kaitangata,NZ,-46.2817,169.8464,51.57,67,33,12.84,scattered clouds
349,Huichapan,MX,20.3833,-99.65,66.34,46,45,12.55,scattered clouds
350,Lhokseumawe,ID,5.1801,97.1507,74.61,92,100,3.29,moderate rain
351,Qujing,CN,25.4833,103.7833,44.8,93,100,4.07,overcast clouds
352,Dikson,RU,73.5069,80.5464,26.38,96,100,16.06,light snow
353,Batagay-Alyta,RU,67.8006,130.4114,-15.99,99,100,3.33,overcast clouds
354,Dharchula,IN,29.85,80.5333,53.13,21,48,7.29,scattered clouds
355,Hofn,IS,64.2539,-15.2082,45.84,89,100,24.96,overcast clouds
356,Carutapera,BR,-1.195,-46.02,79.07,82,49,10.63,scattered clouds
357,Aksarka,RU,66.5606,67.7975,-3.19,92,10,12.57,clear sky
358,Komsomolskiy,UZ,40.4272,71.7189,39.92,93,75,2.3,broken clouds
359,Aswan,EG,24.0934,32.907,66.54,34,0,11.32,clear sky
360,Rafaela,AR,-31.2503,-61.4867,82.0,36,100,7.0,overcast clouds
361,Tooele,US,40.5308,-112.2983,46.42,56,100,18.63,overcast clouds
362,Manzanillo,CU,20.3433,-77.1167,84.15,57,54,17.81,broken clouds
363,Sorland,NO,67.667,12.6934,40.86,78,93,7.25,overcast clouds
364,Gombong,ID,-7.6072,109.5142,76.98,84,96,2.51,overcast clouds
365,Iqaluit,CA,63.7506,-68.5145,6.53,84,100,18.41,light snow
366,Tezu,IN,27.9167,96.1667,61.52,39,0,4.38,clear sky
367,Jauja,PE,-11.7758,-75.4966,65.53,32,18,4.03,few clouds
368,Pak Phanang,TH,8.3511,100.202,78.57,79,100,0.98,overcast clouds
369,Poum,NC,-20.2333,164.0167,81.95,84,96,16.4,overcast clouds
370,Sioux Lookout,CA,50.1001,-91.917,19.22,78,99,7.81,overcast clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.24,91,100,18.75,overcast clouds
372,Abashiri,JP,44.0213,144.2697,19.94,52,32,13.47,scattered clouds
373,Guiratinga,BR,-16.3494,-53.7583,81.21,46,24,3.96,few clouds
374,Nadym,RU,65.5333,72.5167,-6.56,92,79,10.33,broken clouds
375,Alice Springs,AU,-23.7,133.8833,67.55,37,0,0.0,clear sky
376,Tadine,NC,-21.55,167.8833,82.11,79,99,16.04,overcast clouds
377,Salalah,OM,17.0151,54.0924,73.58,70,0,2.51,clear sky
378,Quatre Cocos,MU,-20.2078,57.7625,74.08,77,23,6.55,light rain
379,Rudbar,AF,30.15,62.6,50.36,59,0,9.48,clear sky
380,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,40,19.57,scattered clouds
381,Jumla,NP,29.2747,82.1838,41.02,31,7,5.1,clear sky
382,Nome,US,64.5011,-165.4064,21.27,86,100,13.8,overcast clouds
383,Nyurba,RU,63.2842,118.3319,-8.7,96,100,7.58,overcast clouds
384,Martinsburg,US,39.4562,-77.9639,41.41,45,0,0.0,clear sky
385,Baijiantan,CN,45.6333,85.1833,16.12,40,91,1.54,overcast clouds
386,El Dorado,US,38.7666,-120.5177,41.63,96,100,9.82,heavy intensity rain
387,San Bernardino,US,34.6667,-116.1675,56.79,32,81,5.79,broken clouds
388,Sovetskaya Gavan,RU,48.9723,140.2878,-0.98,67,7,7.38,clear sky
389,Qaqortoq,GL,60.7167,-46.0333,10.69,91,13,5.84,few clouds
390,Treinta Y Tres,UY,-33.2333,-54.3833,79.9,65,6,8.59,clear sky
391,Morehead,US,37.2711,-87.1764,42.94,38,0,3.44,clear sky
392,Acajutla,SV,13.5928,-89.8275,84.74,62,99,3.76,overcast clouds
393,Laurinburg,US,34.7741,-79.4628,52.25,43,19,5.79,few clouds
394,Whyalla,AU,-33.0333,137.5833,69.96,47,0,5.7,clear sky
395,Moa,CU,20.6569,-74.9403,78.98,76,12,13.38,few clouds
396,Sobolevo,RU,54.4299,31.8996,16.12,88,100,8.61,overcast clouds
397,Jalu,LY,29.0331,21.5482,57.42,44,0,5.61,clear sky
398,Qandala,SO,11.472,49.8728,76.39,74,2,4.54,clear sky
399,Slave Lake,CA,55.2834,-114.769,4.06,68,60,1.54,broken clouds
400,Muyezerskiy,RU,63.9333,31.65,24.31,97,100,1.57,overcast clouds
401,Safita,SY,34.8205,36.1153,56.16,77,0,7.0,clear sky
402,Ratnagiri,IN,16.9833,73.3,72.9,43,47,4.52,scattered clouds
403,Ambulu,ID,-8.345,113.6058,76.17,80,100,0.89,overcast clouds
404,Palaikastron,GR,35.2,26.25,61.27,78,3,7.0,clear sky
405,Zyryanka,RU,65.75,150.85,-31.88,98,75,6.85,broken clouds
406,Tamandare,BR,-8.7597,-35.1047,78.46,81,47,10.85,scattered clouds
407,Axim,GH,4.8699,-2.2405,79.09,83,96,7.36,overcast clouds
408,Laem Sing,TH,12.4816,102.0738,79.02,80,100,4.88,overcast clouds
409,Oriximina,BR,-1.7656,-55.8661,78.49,85,100,0.6,overcast clouds
410,Chirongui,YT,-12.9319,45.1483,80.53,73,2,6.08,clear sky
411,Narsaq,GL,60.9167,-46.05,25.02,82,42,6.69,scattered clouds
412,Benjamin Hill,MX,30.1667,-111.1,72.25,20,99,13.82,overcast clouds
413,Popova,RU,42.9603,131.7228,15.57,51,11,6.51,few clouds
414,Mogadishu,SO,2.0371,45.3438,79.86,78,99,13.53,overcast clouds
415,Bemidji,US,47.4736,-94.8803,28.9,67,0,0.0,clear sky
416,Haines Junction,CA,60.7522,-137.5108,16.02,92,100,4.16,overcast clouds
417,Capao Da Canoa,BR,-29.7456,-50.0097,72.41,95,97,13.38,overcast clouds
418,Rochegda,RU,62.8,43.25,14.07,89,100,3.91,overcast clouds
419,Fershampenuaz,RU,53.5202,59.8117,1.04,94,100,10.02,overcast clouds
420,Vardo,NO,70.3705,31.1107,31.98,86,100,4.61,overcast clouds
421,Primorsk,UA,46.7348,36.3443,38.28,67,100,26.04,overcast clouds
422,Qasigiannguit,GL,68.8193,-51.1922,-3.53,92,49,7.54,scattered clouds
423,Hasaki,JP,35.7333,140.8333,48.22,77,100,10.02,overcast clouds
424,Bac Lieu,VN,9.285,105.7244,78.22,83,100,16.6,overcast clouds
425,Itarema,BR,-2.9248,-39.9167,80.11,75,13,14.97,few clouds
426,Zuwarah,LY,32.9312,12.082,60.89,56,100,7.58,overcast clouds
427,Alamogordo,US,32.8995,-105.9603,63.75,37,0,11.5,clear sky
428,Kabare,CD,-2.4683,28.8242,61.12,99,100,1.28,light rain
429,Vanimo,PG,-2.6741,141.3028,79.2,86,100,4.9,overcast clouds
430,Yinchuan,CN,38.4681,106.2731,20.52,26,9,3.36,clear sky
431,Saint-Gilles,FR,43.6766,4.4302,45.68,70,0,8.05,clear sky
432,Ketchikan,US,55.3422,-131.6461,22.82,39,100,3.15,overcast clouds
433,Boca Do Acre,BR,-8.7522,-67.3978,89.92,50,50,7.2,scattered clouds
434,Pandan,PH,14.0453,124.1694,79.93,83,86,15.14,overcast clouds
435,Ilulissat,GL,69.2167,-51.1,-6.72,84,16,8.59,few clouds
436,Mana,GF,5.6592,-53.7767,78.3,84,53,9.57,broken clouds
437,Fortuna,US,40.5982,-124.1573,47.91,85,20,7.0,few clouds
438,Flinders,AU,-34.5833,150.8552,66.18,82,97,5.99,overcast clouds
439,Canyon,US,34.9803,-101.9188,58.05,40,1,17.87,clear sky
440,Padang,ID,-0.9492,100.3543,75.2,93,100,4.81,overcast clouds
441,Khandbari,NP,27.3747,87.2039,54.7,65,0,3.42,clear sky
442,Tocopilla,CL,-22.092,-70.1979,68.49,62,20,7.36,few clouds
443,Waddan,LY,29.1614,16.139,56.93,37,26,7.96,scattered clouds
444,Tura,IN,25.5198,90.2201,60.06,78,0,3.62,clear sky
445,Weiser,US,44.251,-116.9693,34.9,91,100,1.99,overcast clouds
446,Dhidhdhoo,MV,6.8833,73.1,80.62,75,11,4.38,few clouds
447,Kargasok,RU,59.0556,80.8572,-9.0,99,72,7.29,broken clouds
448,Charqueadas,BR,-29.9547,-51.6253,82.53,74,39,4.76,scattered clouds
449,Beringovskiy,RU,63.05,179.3167,35.04,99,100,12.17,overcast clouds
450,Sokolo,ML,14.7328,-6.1219,82.17,14,20,7.05,few clouds
451,Pokhara,NP,28.2333,83.9833,56.82,43,0,4.59,clear sky
452,Odweyne,SO,9.4092,45.064,71.22,52,53,13.71,broken clouds
453,Khani,GE,41.9563,42.9566,42.37,74,92,5.97,overcast clouds
454,Araouane,ML,18.9048,-3.5265,72.05,15,60,7.25,broken clouds
455,Wollongong,AU,-34.4333,150.8833,66.07,78,97,4.68,overcast clouds
456,Durango,MX,24.8333,-104.8333,75.38,26,6,5.41,clear sky
457,Salamiyah,SY,35.0113,37.0532,53.53,80,0,2.53,clear sky
458,Shihezi,CN,44.3,86.0333,11.77,96,99,2.3,overcast clouds
459,Riviere-Pilote,MQ,14.4775,-60.9035,78.12,78,20,10.36,few clouds
460,Kalaleh,IR,37.3807,55.4916,50.04,90,100,1.74,light rain
461,Buala,SB,-8.145,159.5921,81.3,81,100,4.83,moderate rain
462,Grand Gaube,MU,-20.0064,57.6608,73.38,74,5,4.0,clear sky
463,Guerrero Negro,MX,27.9769,-114.0611,64.24,61,2,13.06,clear sky
464,Altamira,BR,-3.2033,-52.2064,76.44,89,100,2.19,overcast clouds
465,Goderich,CA,43.7501,-81.7165,32.92,61,98,11.07,overcast clouds
466,Iquique,CL,-20.2208,-70.1431,68.04,73,10,6.93,clear sky
467,Port Arthur,CN,38.8,121.2667,23.22,42,42,9.42,scattered clouds
468,Giresun,TR,40.5,38.5,30.58,87,100,5.73,overcast clouds
469,Sekoma,BW,-24.4,23.8833,81.19,27,82,6.69,broken clouds
470,Kismayo,SO,-0.3582,42.5454,78.89,82,96,13.02,overcast clouds
471,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,85,40,3.0,scattered clouds
472,Estelle,US,29.8458,-90.1067,60.01,45,20,8.05,few clouds
473,Lebedinyy,RU,58.5167,125.5167,-15.32,96,100,15.21,overcast clouds
474,Manakara,MG,-22.1333,48.0167,71.11,93,28,4.21,scattered clouds
475,Khanpur,PK,28.6453,70.6567,64.54,21,93,5.46,overcast clouds
476,Biak,ID,-0.9131,122.8766,76.03,83,99,4.92,overcast clouds
477,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,18.41,moderate rain
478,Ahipara,NZ,-35.1667,173.1667,63.21,68,89,10.54,overcast clouds
479,Saint Anthony,US,45.0205,-93.218,32.95,60,0,16.11,clear sky
480,Zhigansk,RU,66.7697,123.3711,-14.93,99,100,4.18,overcast clouds
481,Tazovskiy,RU,67.4667,78.7,-3.42,98,100,10.25,overcast clouds
482,Port Blair,IN,11.6667,92.75,79.72,82,66,6.82,broken clouds
483,Lazaro Cardenas,MX,17.9583,-102.2,85.6,58,3,9.57,clear sky
484,Roros,NO,62.5747,11.3842,17.44,86,99,0.0,overcast clouds
485,Nemuro,JP,43.3236,145.575,28.08,51,57,11.72,broken clouds
486,Lyngdal,NO,58.1376,7.07,36.0,79,15,11.21,few clouds
487,Alyangula,AU,-13.8483,136.4192,84.22,63,92,4.74,overcast clouds
488,Coos Bay,US,43.3665,-124.2179,44.15,90,75,12.66,broken clouds
489,Hervey Bay,AU,-25.2986,152.8535,67.8,73,86,16.49,overcast clouds
490,Touros,BR,-5.1989,-35.4608,79.25,71,31,12.39,scattered clouds
491,Dunedin,NZ,-45.8742,170.5036,52.81,63,13,17.0,few clouds
492,Odienne,CI,9.51,-7.5692,78.08,64,98,4.59,light rain
493,Bad Hofgastein,AT,47.1667,13.1,38.14,96,94,1.01,overcast clouds
494,Bogotol,RU,56.2078,89.5342,-12.64,100,99,2.06,overcast clouds
495,Hovd,MN,48.0056,91.6419,-2.36,63,88,3.4,overcast clouds
496,Chimore,BO,-16.9833,-65.1333,75.67,93,76,1.99,broken clouds
497,Yumen,CN,40.2833,97.2,8.17,76,6,5.19,clear sky
498,Angoche,MZ,-16.2325,39.9086,77.05,79,100,3.51,overcast clouds
499,Rehoboth,NA,-23.3167,17.0833,74.97,44,60,5.03,broken clouds
500,Calvinia,ZA,-31.4707,19.776,58.77,69,27,7.65,scattered clouds
501,Zhireken,RU,52.8249,117.3076,-12.46,92,100,2.53,overcast clouds
502,High Rock,BS,26.6208,-78.2833,77.02,75,30,24.61,scattered clouds
503,Ikom,NG,5.9667,8.7063,75.6,59,96,1.68,overcast clouds
504,Boende,CD,-0.2167,20.8667,70.29,96,100,2.28,overcast clouds
505,Sao Joao Dos Patos,BR,-6.495,-43.7022,73.9,81,100,2.55,overcast clouds
506,Riyadh,SA,24.6877,46.7219,60.94,31,9,5.41,clear sky
507,Malusteni,RO,46.1833,27.9167,31.35,83,100,8.19,overcast clouds
508,Kalabo,ZM,-14.97,22.6814,71.02,47,0,2.59,clear sky
509,Mahajanga,MG,-15.7167,46.3167,80.62,74,20,4.61,few clouds
510,Le Vauclin,MQ,14.5452,-60.8388,78.85,78,20,10.36,few clouds
511,Champerico,GT,14.3,-91.9167,82.9,72,51,5.35,broken clouds
512,San Juan,AR,-31.5375,-68.5364,82.31,25,34,6.44,scattered clouds
513,Trogir,HR,43.5125,16.2517,48.25,87,100,5.75,overcast clouds
514,Luganville,VU,-15.5333,167.1667,85.35,72,95,11.45,overcast clouds
515,Chiredzi,ZW,-21.05,31.6667,67.73,76,4,3.58,clear sky
516,Gunnedah,AU,-30.9833,150.25,62.78,66,29,14.18,scattered clouds
517,Esik,KZ,43.3552,77.4525,18.82,81,100,3.8,overcast clouds
518,Atambua,ID,-9.1061,124.8925,73.71,80,68,2.28,broken clouds
519,Zhangjiakou,CN,40.81,114.8794,12.81,25,74,2.64,broken clouds
520,Tolmezzo,IT,46.4075,13.0175,41.41,92,100,3.85,light rain
521,Huallanca,PE,-9.8993,-76.9417,54.09,65,59,12.17,broken clouds
522,Ramnagar,IN,29.4,79.1167,58.05,77,89,3.49,overcast clouds
523,Nantucket,US,41.2835,-70.0995,42.94,45,20,18.41,few clouds
524,Igarka,RU,67.4667,86.5833,-0.96,98,100,8.55,overcast clouds
525,Agadir,MA,30.4202,-9.5982,59.45,84,41,3.83,scattered clouds
526,San Quintin,MX,30.4833,-115.95,60.84,59,99,11.54,overcast clouds
527,Tonantins,BR,-2.8731,-67.8022,78.58,93,83,3.09,broken clouds
528,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,11.5,scattered clouds
529,Port Hardy,CA,50.6996,-127.4199,25.54,57,7,5.73,clear sky
530,Ancud,CL,-41.8697,-73.8203,53.2,65,97,7.76,overcast clouds
531,Midland,US,31.9974,-102.0779,60.06,46,0,12.66,clear sky
532,Yarmouth,US,41.7057,-70.2286,42.96,50,40,24.0,scattered clouds
533,Goleta,TN,36.8181,10.305,51.8,93,20,0.0,few clouds
534,Mastic Beach,US,40.7668,-72.8521,42.01,51,0,12.66,clear sky
535,Lovozero,RU,68.005,35.0117,21.49,94,100,1.45,overcast clouds
536,Morro Bay,US,35.3658,-120.8499,59.25,88,100,7.0,moderate rain
537,Fort Wellington,GY,6.4,-57.6,77.47,83,35,8.08,scattered clouds
538,Tongren,CN,27.7172,109.1853,33.58,82,100,1.59,overcast clouds
539,Melivoia,GR,39.75,22.8,47.95,91,100,6.91,overcast clouds
540,Liberal,US,37.0431,-100.921,63.64,31,0,26.46,clear sky
541,Havoysund,NO,70.9963,24.6622,37.63,91,100,7.34,overcast clouds
542,Kamaishi,JP,39.2667,141.8833,36.12,80,79,6.29,broken clouds
543,Cayenne,GF,4.9333,-52.3333,80.64,78,75,4.61,moderate rain
544,Kurilsk,RU,45.2333,147.8833,28.4,56,100,24.7,light snow
545,Malatya,TR,38.5,38.0,42.85,100,100,2.3,overcast clouds
546,West Bay,KY,19.3667,-81.4167,84.27,74,40,17.27,scattered clouds
547,Krapivinskiy,RU,54.9992,86.8133,-2.04,97,86,3.89,overcast clouds
548,Thunder Bay,CA,48.4001,-89.3168,24.71,80,100,5.75,overcast clouds
549,Pangai,TO,-19.8,-174.35,80.35,78,84,9.35,broken clouds
550,Kaabong,UG,3.4836,34.1492,66.51,56,97,7.45,overcast clouds
551,Bhuj,IN,23.2667,69.6667,64.69,50,0,2.21,clear sky
552,Nouadhibou,MR,20.931,-17.0347,65.1,78,75,20.71,broken clouds
553,Syracuse,IT,37.0881,15.2792,49.37,67,4,2.59,clear sky
554,Eenhana,NA,-17.4667,16.3333,77.95,29,4,4.61,clear sky
555,Tiznit,MA,29.5833,-9.5,55.22,87,98,3.15,overcast clouds
556,Biloela,AU,-24.4167,150.5,66.4,68,1,11.83,clear sky
557,Tevriz,RU,57.509,72.4042,-10.64,96,25,3.18,scattered clouds
558,Takoradi,GH,4.8845,-1.7554,79.38,83,91,7.72,overcast clouds
559,San Cristobal,VE,7.7669,-72.225,68.18,82,25,4.59,scattered clouds
560,The Valley,AI,18.217,-63.0578,80.46,73,20,6.91,few clouds
561,Zhanakorgan,KZ,43.9098,67.2495,14.65,85,5,2.26,clear sky
562,Hershey,US,40.2859,-76.6503,38.12,54,20,11.5,few clouds
563,Knysna,ZA,-34.0363,23.0471,63.3,93,77,6.49,broken clouds
564,Kahului,US,20.8947,-156.47,82.42,75,40,16.11,scattered clouds
565,Boguchany,RU,58.3814,97.4531,-22.2,100,63,2.53,broken clouds
566,Smithers,CA,54.7804,-127.1743,5.22,72,100,2.82,overcast clouds
567,Saint-Augustin,CA,51.226,-58.6502,38.01,100,100,17.9,light rain
568,Salinopolis,BR,-0.6136,-47.3561,80.83,79,53,13.65,heavy intensity rain
569,Karasjok,NO,69.4719,25.5112,22.24,100,99,0.69,overcast clouds
570,Evensk,RU,61.95,159.2333,17.67,93,100,2.95,snow
571,Vrangel,RU,42.7297,133.0839,13.77,53,7,11.05,clear sky
572,San Ramon,US,37.7799,-121.978,49.82,92,100,4.61,light rain
573,Along,IN,28.1667,94.7667,53.19,70,0,1.66,clear sky
574,Hambantota,LK,6.1241,81.1185,73.74,100,40,2.3,scattered clouds
575,Les Cayes,HT,18.2,-73.75,80.64,62,0,9.01,clear sky
576,Pudozh,RU,61.8099,36.5345,15.67,88,100,2.24,overcast clouds
577,Bakchar,RU,57.0186,82.0711,-6.3,99,87,4.72,overcast clouds
578,Nhulunbuy,AU,-12.2333,136.7667,81.21,83,100,4.61,overcast clouds
579,Monte Alto,BR,-21.2611,-48.4964,75.51,57,99,3.09,overcast clouds
580,Zalantun,CN,48.0,122.7167,-6.61,84,78,5.23,broken clouds
581,Labuan,MY,5.2767,115.2417,78.87,85,91,5.35,overcast clouds
582,Moron,AR,-34.6534,-58.6198,74.95,64,80,11.3,broken clouds
583,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.79,88,75,8.05,broken clouds
584,Sven,RU,53.1822,34.5511,23.11,79,100,8.66,overcast clouds
585,Udachnyy,RU,66.4167,112.4,-22.56,74,96,5.68,overcast clouds
586,Porto Nacional,BR,-10.7081,-48.4172,80.6,75,99,3.0,overcast clouds
587,Shanhetun,CN,44.7,127.2,5.65,70,0,14.05,clear sky
588,Stornoway,GB,58.2093,-6.3865,52.03,92,75,18.41,broken clouds
589,Bahia Honda,CU,22.9036,-83.1592,79.34,78,26,16.02,scattered clouds
590,Abnub,EG,27.2696,31.1511,61.88,40,0,5.99,clear sky
591,Saint-Louis,SN,16.3333,-15.0,77.41,15,69,10.69,broken clouds
592,Azoyu,MX,16.7167,-98.7333,85.68,57,10,7.58,clear sky
593,Yarkovo,RU,57.4028,67.0786,-7.26,95,20,2.82,few clouds
594,Vila,PT,42.0304,-8.1588,36.48,80,0,4.61,clear sky
595,Japura,ID,-0.3167,102.35,72.66,99,100,2.42,overcast clouds
596,Sfantu Gheorghe,RO,45.8667,25.7833,31.93,81,100,3.67,overcast clouds
597,Sinnamary,GF,5.3833,-52.95,78.24,85,63,10.69,broken clouds
598,Derzhavinsk,KZ,51.1,66.3167,6.62,81,100,17.11,overcast clouds
599,Steinbach,DE,50.1667,8.5667,38.79,81,0,12.66,clear sky
600,Florianopolis,BR,-27.6146,-48.5012,73.62,86,40,5.75,scattered clouds
601,Port Hedland,AU,-20.3167,118.5667,80.65,83,78,1.14,broken clouds
602,Mirnyy,RU,62.5353,113.9611,-13.77,75,100,8.99,overcast clouds
603,Tautira,PF,-17.7333,-149.15,79.05,81,99,17.49,light rain
604,Road Town,VG,18.4167,-64.6167,80.69,78,40,9.22,scattered clouds
605,Mananara,MG,-16.1667,49.7667,73.26,93,46,1.79,light rain
606,Rincon De Romos,MX,22.2333,-102.3,72.88,38,3,9.37,clear sky
607,Amga,RU,60.8953,131.9608,-24.57,98,100,1.36,overcast clouds
608,Palora,EC,-1.7,-77.9333,73.51,93,95,0.47,moderate rain
609,Kidal,ML,18.4411,1.4078,75.06,19,79,5.26,broken clouds
610,Balkhash,KZ,46.844,74.9804,17.91,95,99,2.55,overcast clouds
611,San Felipe,VE,10.3399,-68.7425,73.29,85,3,5.61,clear sky
612,Gushikawa,JP,26.3544,127.8686,65.43,80,100,11.5,overcast clouds
613,Fare,PF,-16.7,-151.0167,80.26,78,74,19.37,broken clouds
614,Pedasi,PA,7.5333,-80.0333,80.06,77,67,8.93,light rain
615,The Pas,CA,53.8251,-101.2541,-5.78,77,100,6.91,light snow
616,Machali,CL,-34.1833,-70.6667,78.08,29,0,8.86,clear sky
617,Muros,ES,42.7762,-9.0603,47.08,84,3,6.22,clear sky
618,Tecoanapa,MX,16.5167,-98.75,84.04,65,9,9.93,clear sky
619,Erdaojiang,CN,41.7764,126.0319,4.78,81,0,2.82,clear sky
620,Santona,ES,43.4439,-3.4576,50.07,74,100,5.68,overcast clouds
621,Nishihara,JP,26.1842,127.7558,65.48,80,100,13.8,overcast clouds
622,Makakilo City,US,21.3469,-158.0858,82.72,56,75,9.22,broken clouds
623,Ucluelet,CA,48.9329,-125.5528,38.08,83,3,3.33,clear sky
624,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,85,75,6.71,broken clouds
625,Cancun,MX,21.1743,-86.8466,82.33,74,40,8.05,light rain
626,Inongo,CD,-1.95,18.2667,71.38,85,98,2.3,overcast clouds
627,Ranong,TH,9.9658,98.6348,76.71,87,100,3.94,overcast clouds
628,Bolgar,RU,54.95,49.0667,9.9,96,92,4.05,overcast clouds
629,Raudeberg,NO,61.9875,5.1352,39.87,68,3,9.06,clear sky
630,Port Lincoln,AU,-34.7333,135.8667,64.71,76,0,11.5,clear sky
631,Katherine,AU,-14.4667,132.2667,70.12,83,99,0.0,overcast clouds
632,Dahuk,IQ,36.8695,42.994,54.05,64,13,3.11,few clouds
633,Birmitrapur,IN,22.4,84.7667,60.73,63,10,4.0,clear sky
634,Shelburne,CA,44.0787,-80.2041,30.65,79,51,11.12,broken clouds
635,Uvalde,US,29.3669,-99.767,52.12,76,100,4.61,overcast clouds
636,Severo-Yeniseyskiy,RU,60.3725,93.0408,-23.46,100,99,3.96,overcast clouds
637,Antigonish,CA,45.6169,-61.9986,37.81,68,11,8.99,few clouds
638,Belaya Gora,RU,68.5333,146.4167,-8.14,98,100,11.7,light snow
639,Bubaque,GW,11.2833,-15.8333,81.68,63,58,15.61,broken clouds
640,Tabou,CI,4.423,-7.3528,78.69,83,100,5.46,light rain
641,Nizhnyaya Tavda,RU,57.6731,66.1725,-7.53,95,31,2.57,scattered clouds
642,Lingyuan,CN,41.24,119.4011,12.7,37,32,4.5,scattered clouds
643,Joao Neiva,BR,-19.7575,-40.3856,73.17,96,100,5.64,overcast clouds
644,Toora-Khem,RU,52.4675,96.11,-13.38,99,100,1.39,overcast clouds
645,Nioro,GM,13.35,-15.75,80.33,27,61,7.09,broken clouds
646,Catu,BR,-12.3531,-38.3789,73.81,91,100,8.32,overcast clouds
647,Rocha,UY,-34.4833,-54.3333,73.85,84,41,7.65,moderate rain
648,Wencheng,CN,33.0559,113.7978,26.85,61,6,3.22,clear sky
649,Paamiut,GL,61.994,-49.6678,12.33,64,16,7.67,few clouds
650,Mayo,US,38.8876,-76.5119,43.18,47,0,12.66,clear sky
651,Aksay,RU,47.26,39.87,34.25,36,97,20.0,overcast clouds
652,Port Macquarie,AU,-31.4333,152.9167,63.9,70,100,13.24,overcast clouds
653,Rusera,IN,25.75,86.0333,60.49,47,0,5.3,clear sky
654,Laguna,US,38.421,-121.4238,51.3,93,100,11.5,mist
655,Cockburn Town,TC,21.4612,-71.1419,80.4,65,0,20.6,clear sky
656,Calama,CL,-22.4667,-68.9333,64.89,10,0,28.77,clear sky
657,Oituz,RO,46.2,26.6167,28.72,95,100,2.04,light snow
658,Santa Maria,BR,-29.6842,-53.8069,87.1,40,40,4.61,scattered clouds
659,Mendi,PG,-6.1761,143.6513,57.0,98,100,0.36,overcast clouds
660,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,77,20,27.56,few clouds
661,Naco,MX,31.3347,-109.9483,69.82,19,100,16.15,overcast clouds
662,Ibotirama,BR,-12.1853,-43.2206,72.86,92,97,2.44,overcast clouds
663,Makushino,RU,55.2103,67.2442,0.86,77,95,7.09,overcast clouds
664,Littleton,US,39.6133,-105.0166,62.67,20,40,12.66,scattered clouds
665,Marzuq,YE,14.4,46.4667,62.6,49,0,1.74,clear sky
666,Hokitika,NZ,-42.7167,170.9667,56.68,55,47,10.22,scattered clouds
667,Terrace,CA,54.5163,-128.6035,12.11,48,100,20.71,overcast clouds
668,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,75.25,27,1,14.38,clear sky
669,Adre,TD,13.4667,22.2,74.23,26,34,5.23,scattered clouds
670,Minot,US,48.2325,-101.2963,23.77,68,75,5.75,broken clouds
671,Pemberton,CA,50.3164,-122.8027,17.29,76,4,1.83,clear sky
672,La Palma,US,33.8464,-118.0467,63.01,58,75,10.36,broken clouds
673,Sabak,MY,3.7675,100.9875,72.93,95,100,2.95,light rain
674,Krasnyy Kholm,RU,58.0607,37.1203,2.97,92,34,3.47,scattered clouds
675,Talcahuano,CL,-36.7167,-73.1167,65.88,55,0,14.97,clear sky
676,Srednekolymsk,RU,67.45,153.6833,-19.28,89,100,12.1,overcast clouds
677,Khuzdar,PK,27.7384,66.6434,54.9,27,59,5.48,broken clouds
678,Mokhsogollokh,RU,61.4681,128.9203,-21.03,97,100,2.71,overcast clouds
679,Northam,GB,51.0333,-4.2167,40.93,87,17,7.36,few clouds
680,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.91,92,88,2.57,moderate rain
681,Winnemucca,US,40.973,-117.7357,37.45,87,100,13.8,mist
682,Minden,DE,52.2833,8.9167,36.95,94,99,7.18,overcast clouds
683,Lingao,CN,19.9103,109.6859,60.13,90,100,13.78,overcast clouds
684,Susanville,US,40.4163,-120.653,34.81,92,75,5.75,snow
685,Henties Bay,NA,-22.116,14.2845,60.69,91,1,6.13,clear sky
686,Ocampo,MX,21.65,-101.5,65.14,46,3,11.05,clear sky
687,San Borja,BO,-14.8167,-66.85,77.81,89,79,5.32,broken clouds
688,Sao Sebastiao Do Paraiso,BR,-20.9169,-46.9914,68.38,80,77,4.14,broken clouds
689,Sandwick,GB,60.0,-1.25,48.02,100,100,19.57,moderate rain
690,Bayreuth,DE,49.9481,11.5783,37.2,91,100,8.01,overcast clouds
691,Sapa,PH,5.1544,120.3241,78.93,81,89,1.1,overcast clouds
692,Mbarara,UG,-0.608,30.65,62.46,92,100,3.94,overcast clouds
693,Commerce,US,34.0006,-118.1598,62.65,62,100,8.05,overcast clouds
